              Started ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;           additional 
                      ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;                      
                      ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;                      
                      ;               _Total ;                   C: ;                   F: ;                   D: ;                   E: ;      HarddiskVolume1 ;                      
             1116.383 ;               17.452 ;               28.498 ;               19.905 ;                6.399 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.021031612.json.gz 
             1116.550 ;               17.452 ;               28.497 ;               19.905 ;                6.399 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.022032813.json.gz 
             1116.733 ;               17.452 ;               28.497 ;               19.905 ;                6.399 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.023033886.json.gz 
             1116.900 ;               17.452 ;               28.496 ;               19.905 ;                6.399 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.024034864.json.gz 
             1117.067 ;               17.452 ;               28.496 ;               19.905 ;                6.398 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.025036236.json.gz 
             1117.233 ;               17.449 ;               28.495 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.030037867.json.gz 
             1117.400 ;               17.449 ;               28.494 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.031038881.json.gz 
             1117.567 ;               17.449 ;               28.493 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.032040067.json.gz 
             1117.733 ;               17.448 ;               28.493 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.033041691.json.gz 
             1117.900 ;               17.448 ;               28.492 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.034043013.json.gz 
             1118.067 ;               17.448 ;               28.492 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.035044325.json.gz 
             1118.233 ;               17.448 ;               28.491 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.040045619.json.gz 
             1118.400 ;               17.448 ;               28.491 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.041047145.json.gz 
             1118.567 ;               17.449 ;               28.500 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.042048498.json.gz 
             1118.733 ;               17.449 ;               28.500 ;               19.905 ;                6.392 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.043050025.json.gz 
             1118.900 ;               17.449 ;               28.501 ;               19.905 ;                6.391 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.044051483.json.gz 
             1119.067 ;               17.449 ;               28.501 ;               19.905 ;                6.391 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.045052796.json.gz 
             1119.233 ;               17.446 ;               28.501 ;               19.905 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.050054079.json.gz 
             1119.400 ;               17.446 ;               28.500 ;               19.905 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.051055220.json.gz 
             1119.567 ;               17.446 ;               28.499 ;               19.905 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.052056198.json.gz 
             1119.733 ;               17.446 ;               28.499 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.053057634.json.gz 
             1119.900 ;               17.446 ;               28.498 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.054059249.json.gz 
             1120.067 ;               17.446 ;               28.498 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.055100623.json.gz 
             1120.233 ;               17.445 ;               28.497 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.060101944.json.gz 
             1120.400 ;               17.445 ;               28.496 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.061103182.json.gz 
             1120.567 ;               17.445 ;               28.495 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.062104200.json.gz 
             1120.733 ;               17.445 ;               28.495 ;               19.904 ;                6.385 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.063105587.json.gz 
             1120.900 ;               17.445 ;               28.494 ;               19.904 ;                6.384 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.064106873.json.gz 
             1121.067 ;               17.442 ;               28.494 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.065108287.json.gz 
             1121.233 ;               17.442 ;               28.493 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.070109900.json.gz 
             1121.400 ;               17.442 ;               28.492 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.071111399.json.gz 
             1121.567 ;               17.442 ;               28.492 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.072112485.json.gz 
             1121.733 ;               17.442 ;               28.491 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.073113570.json.gz 
             1121.900 ;               17.442 ;               28.491 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.074114541.json.gz 
             1122.067 ;               17.442 ;               28.490 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.075115651.json.gz 
             1122.233 ;               17.442 ;               28.489 ;               19.904 ;                6.378 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.075635617.json.gz 
             1122.400 ;               17.439 ;               28.489 ;               19.904 ;                6.372 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.080707084.json.gz 
             1122.567 ;               17.439 ;               28.488 ;               19.904 ;                6.371 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.081708903.json.gz 
             1122.733 ;               17.439 ;               28.487 ;               19.904 ;                6.371 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.082710164.json.gz 
             1122.900 ;               17.439 ;               28.487 ;               19.904 ;                6.371 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.083743747.json.gz 
             1123.067 ;               17.439 ;               28.486 ;               19.904 ;                6.371 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.084745096.json.gz 
             1123.233 ;               17.436 ;               28.485 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.085746623.json.gz 
             1123.400 ;               17.436 ;               28.485 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.090747869.json.gz 
             1123.583 ;               17.436 ;               28.484 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.091749501.json.gz 
             1123.750 ;               17.436 ;               28.486 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.092751155.json.gz 
             1123.917 ;               17.436 ;               28.486 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.093752462.json.gz 
             1124.083 ;               17.436 ;               28.495 ;               19.904 ;                6.365 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.094753920.json.gz 
             1124.250 ;               17.434 ;               28.494 ;               19.904 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.095755139.json.gz 
             1124.417 ;               17.434 ;               28.494 ;               19.904 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.100756477.json.gz 
             1124.583 ;               17.433 ;               28.493 ;               19.904 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.101757992.json.gz 
             1124.750 ;               17.433 ;               28.493 ;               19.904 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.102759067.json.gz 
             1124.917 ;               17.434 ;               28.492 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.103800578.json.gz 
             1125.083 ;               17.434 ;               28.491 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.104801624.json.gz 
             1125.250 ;               17.434 ;               28.491 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.105803036.json.gz 
             1125.417 ;               17.433 ;               28.490 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.110804271.json.gz 
             1125.583 ;               17.433 ;               28.490 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.111805337.json.gz 
             1125.750 ;               17.433 ;               28.489 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.112806792.json.gz 
             1125.917 ;               17.433 ;               28.488 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.113808366.json.gz 
             1126.083 ;               17.433 ;               28.488 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.114809306.json.gz 
             1126.250 ;               17.433 ;               28.487 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.115810688.json.gz 
             1126.417 ;               17.433 ;               28.486 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.120811613.json.gz 
             1126.583 ;               17.433 ;               28.486 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.121812860.json.gz 
             1126.750 ;               17.433 ;               28.485 ;               19.905 ;                6.358 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.122813994.json.gz 
             1126.917 ;               17.433 ;               28.485 ;               19.905 ;                6.357 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.123815143.json.gz 
             1127.083 ;               17.430 ;               28.484 ;               19.905 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.124816538.json.gz 
             1127.250 ;               17.430 ;               28.483 ;               19.905 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.125817621.json.gz 
             1127.417 ;               17.430 ;               28.483 ;               19.905 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.130819081.json.gz 
             1127.583 ;               17.452 ;               28.482 ;               19.957 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.131820806.json.gz 
             1127.750 ;               17.452 ;               28.482 ;               19.957 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.132821787.json.gz 
             1127.917 ;               17.452 ;               28.481 ;               19.957 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.133823657.json.gz 
             1128.083 ;               17.455 ;               28.481 ;               19.964 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.134825029.json.gz 
             1128.250 ;               17.478 ;               28.479 ;               20.017 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.135826188.json.gz 
             1128.417 ;               17.478 ;               28.479 ;               20.017 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.140827064.json.gz 
             1128.583 ;               17.478 ;               28.478 ;               20.017 ;                6.351 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.141828068.json.gz 
             1128.750 ;               17.490 ;               28.480 ;               20.050 ;                6.344 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.142829614.json.gz 
             1128.917 ;               17.499 ;               28.480 ;               20.071 ;                6.344 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.143830949.json.gz 
             1129.083 ;               17.498 ;               28.479 ;               20.071 ;                6.342 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.144832451.json.gz 
             1129.250 ;               17.495 ;               28.478 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.145834088.json.gz 
             1129.417 ;               17.495 ;               28.478 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.150835004.json.gz 
             1129.583 ;               17.495 ;               28.477 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.151836120.json.gz 
             1129.750 ;               17.496 ;               28.487 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.152837617.json.gz 
             1129.917 ;               17.496 ;               28.486 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.153838716.json.gz 
             1130.083 ;               17.496 ;               28.486 ;               20.071 ;                6.336 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.154839982.json.gz 
             1130.250 ;               17.490 ;               28.485 ;               20.071 ;                6.324 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.155841355.json.gz 
             1130.417 ;               17.490 ;               28.484 ;               20.071 ;                6.324 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.160843494.json.gz 
             1130.600 ;               17.490 ;               28.483 ;               20.071 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.161845031.json.gz 
             1130.767 ;               17.495 ;               28.483 ;               20.081 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.162846384.json.gz 
             1130.933 ;               17.504 ;               28.482 ;               20.102 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.163848015.json.gz 
             1131.100 ;               17.504 ;               28.482 ;               20.102 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.164849309.json.gz 
             1131.267 ;               17.526 ;               28.481 ;               20.154 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.165850605.json.gz 
             1131.433 ;               17.526 ;               28.480 ;               20.154 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.170851690.json.gz 
             1131.600 ;               17.526 ;               28.480 ;               20.154 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.171853036.json.gz 
             1131.767 ;               17.526 ;               28.479 ;               20.154 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.172854585.json.gz 
             1131.933 ;               17.549 ;               28.479 ;               20.207 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.173855844.json.gz 
             1132.100 ;               17.549 ;               28.478 ;               20.207 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.174857084.json.gz 
             1132.267 ;               17.549 ;               28.478 ;               20.207 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.175858523.json.gz 
             1132.433 ;               17.549 ;               28.477 ;               20.207 ;                6.323 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.180859570.json.gz 
             1132.600 ;               17.546 ;               28.476 ;               20.207 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.181900608.json.gz 
             1132.767 ;               17.546 ;               28.476 ;               20.207 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.182901842.json.gz 
             1132.933 ;               17.546 ;               28.475 ;               20.207 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.183903254.json.gz 
             1133.100 ;               17.546 ;               28.479 ;               20.207 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.184904391.json.gz 
             1133.267 ;               17.546 ;               28.478 ;               20.208 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.185905713.json.gz 
             1133.433 ;               17.546 ;               28.480 ;               20.208 ;                6.316 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.190907065.json.gz 
             1133.600 ;               17.544 ;               28.479 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.191908346.json.gz 
             1133.767 ;               17.544 ;               28.478 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.192909390.json.gz 
             1133.933 ;               17.543 ;               28.478 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.193910724.json.gz 
             1134.100 ;               17.543 ;               28.477 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.194911843.json.gz 
             1134.267 ;               17.543 ;               28.477 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.195913059.json.gz 
             1134.433 ;               17.543 ;               28.476 ;               20.208 ;                6.310 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.200914183.json.gz 
             1134.600 ;               17.543 ;               28.475 ;               20.208 ;                6.309 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.201915788.json.gz 
             1134.767 ;               17.543 ;               28.475 ;               20.207 ;                6.309 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.202917118.json.gz 
             1134.933 ;               17.543 ;               28.474 ;               20.207 ;                6.309 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.203918205.json.gz 
             1135.100 ;               17.540 ;               28.474 ;               20.207 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.204919301.json.gz 
             1135.267 ;               17.445 ;               27.335 ;               20.210 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.205920595.json.gz 
             1135.433 ;               17.519 ;               28.235 ;               20.206 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.210922105.json.gz 
             1135.600 ;               17.509 ;               28.234 ;               20.182 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.211923662.json.gz 
             1135.767 ;               17.506 ;               28.233 ;               20.176 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.212925013.json.gz 
             1135.933 ;               17.509 ;               28.233 ;               20.182 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.213926559.json.gz 
             1136.100 ;               17.505 ;               28.232 ;               20.173 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.214927963.json.gz 
             1136.267 ;               17.516 ;               28.231 ;               20.200 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.215929084.json.gz 
             1136.433 ;               17.516 ;               28.231 ;               20.200 ;                6.303 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.220930050.json.gz 
             1136.600 ;               17.516 ;               28.231 ;               20.200 ;                6.302 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.221931564.json.gz 
             1136.767 ;               17.516 ;               28.230 ;               20.200 ;                6.302 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.222932776.json.gz 
             1136.933 ;               17.516 ;               28.229 ;               20.200 ;                6.302 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.223934503.json.gz 
             1137.100 ;               17.516 ;               28.228 ;               20.200 ;                6.302 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.224935889.json.gz 
             1137.267 ;               17.511 ;               28.228 ;               20.200 ;                6.290 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.225937460.json.gz 
             1137.433 ;               17.508 ;               28.227 ;               20.200 ;                6.284 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.230938989.json.gz 
             1137.617 ;               17.508 ;               28.226 ;               20.200 ;                6.284 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.231939942.json.gz 
             1137.783 ;               17.508 ;               28.225 ;               20.200 ;                6.284 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.232941437.json.gz 
             1137.950 ;               17.507 ;               28.225 ;               20.200 ;                6.284 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.233942599.json.gz 
             1138.117 ;               17.508 ;               28.226 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.234944174.json.gz 
             1138.283 ;               17.507 ;               28.226 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.09.235945180.json.gz 
             1138.450 ;               17.507 ;               28.225 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.000946913.json.gz 
             1138.617 ;               17.507 ;               28.224 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.001947918.json.gz 
             1138.783 ;               17.507 ;               28.223 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.002949401.json.gz 
             1138.950 ;               17.507 ;               28.223 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.003950882.json.gz 
             1139.117 ;               17.507 ;               28.222 ;               20.200 ;                6.283 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.004952409.json.gz 
             1139.283 ;               17.501 ;               28.221 ;               20.200 ;                6.271 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.005953680.json.gz 
             1139.450 ;               17.501 ;               28.221 ;               20.200 ;                6.271 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.010954865.json.gz 
             1139.617 ;               17.501 ;               28.220 ;               20.200 ;                6.271 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.011955944.json.gz 
             1139.783 ;               17.501 ;               28.220 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.012957511.json.gz 
             1139.950 ;               17.501 ;               28.219 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.013958771.json.gz 
             1140.117 ;               17.502 ;               28.228 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.014959883.json.gz 
             1140.283 ;               17.502 ;               28.228 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.020001466.json.gz 
             1140.450 ;               17.502 ;               28.227 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.021002356.json.gz 
             1140.617 ;               17.502 ;               28.226 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.022003860.json.gz 
             1140.783 ;               17.501 ;               28.226 ;               20.200 ;                6.270 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.023005172.json.gz 
             1140.950 ;               17.498 ;               28.225 ;               20.200 ;                6.263 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.024006283.json.gz 
             1141.117 ;               17.498 ;               28.224 ;               20.200 ;                6.263 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.025007695.json.gz 
             1141.283 ;               17.498 ;               28.224 ;               20.200 ;                6.263 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.030008989.json.gz 
             1141.450 ;               17.498 ;               28.223 ;               20.200 ;                6.263 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.031010173.json.gz 
             1141.617 ;               17.495 ;               28.223 ;               20.199 ;                6.257 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.032011588.json.gz 
             1141.783 ;               17.493 ;               28.222 ;               20.200 ;                6.250 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.033013274.json.gz 
             1141.950 ;               17.493 ;               28.221 ;               20.200 ;                6.250 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.034014659.json.gz 
             1142.117 ;               17.493 ;               28.221 ;               20.200 ;                6.250 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.035015996.json.gz 
             1142.283 ;               17.493 ;               28.220 ;               20.200 ;                6.250 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.040017276.json.gz 
             1142.450 ;               17.490 ;               28.219 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.041018407.json.gz 
             1142.617 ;               17.490 ;               28.219 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.042019984.json.gz 
             1142.783 ;               17.490 ;               28.218 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.043020697.json.gz 
             1142.950 ;               17.490 ;               28.220 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.044022385.json.gz 
             1143.117 ;               17.490 ;               28.219 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.045023439.json.gz 
             1143.283 ;               17.490 ;               28.219 ;               20.200 ;                6.244 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.050024890.json.gz 
             1143.450 ;               17.489 ;               28.218 ;               20.200 ;                6.243 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.051026023.json.gz 
             1143.617 ;               17.487 ;               28.217 ;               20.200 ;                6.237 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.052027351.json.gz 
             1143.783 ;               17.487 ;               28.216 ;               20.200 ;                6.237 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.053028529.json.gz 
             1143.950 ;               17.486 ;               28.216 ;               20.200 ;                6.237 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.054030377.json.gz 
             1144.117 ;               17.486 ;               28.215 ;               20.200 ;                6.237 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.055031488.json.gz 
             1144.283 ;               17.486 ;               28.214 ;               20.200 ;                6.237 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.060032860.json.gz 
             1144.450 ;               17.484 ;               28.214 ;               20.200 ;                6.231 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.061034457.json.gz 
             1144.633 ;               17.483 ;               28.213 ;               20.200 ;                6.231 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.062035908.json.gz 
             1144.800 ;               17.483 ;               28.212 ;               20.200 ;                6.231 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.063037633.json.gz 
             1144.967 ;               17.483 ;               28.212 ;               20.200 ;                6.231 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.064038943.json.gz 
             1145.133 ;               17.484 ;               28.221 ;               20.200 ;                6.231 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.065039677.json.gz 
             1145.300 ;               17.484 ;               28.220 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.070041151.json.gz 
             1145.467 ;               17.484 ;               28.220 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.071042253.json.gz 
             1145.633 ;               17.484 ;               28.219 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.072043637.json.gz 
             1145.800 ;               17.484 ;               28.218 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.073045109.json.gz 
             1145.967 ;               17.483 ;               28.218 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.074046654.json.gz 
             1146.133 ;               17.483 ;               28.217 ;               20.200 ;                6.230 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.075047601.json.gz 
             1146.300 ;               17.481 ;               28.217 ;               20.200 ;                6.224 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.080048667.json.gz 
             1146.467 ;               17.481 ;               28.216 ;               20.200 ;                6.224 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.081050048.json.gz 
             1146.633 ;               17.480 ;               28.215 ;               20.200 ;                6.224 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.082051688.json.gz 
             1146.800 ;               17.480 ;               28.214 ;               20.200 ;                6.224 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.083053297.json.gz 
             1146.967 ;               17.480 ;               28.214 ;               20.200 ;                6.224 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.084054320.json.gz 
             1147.133 ;               17.478 ;               28.213 ;               20.200 ;                6.217 ;               83.551 ;               94.983 ; Dbmsys.2018.12.10.085055783.json.gz 
